Strategy,Return (%),Sharpe Ratio,Std Dev (%)
ML Top 20,193.07881595118525,1.505024614165708,128.28947389555893
Trust Top 20,28.860077253494797,1.123564409583848,25.68617963271385
Random 20,48.463263255931345,0.783033858309186,61.89165735512207
Market (All),34.76451613412872,0.469883276979265,73.98542965312384
