Symbol,Year,Start_Price,End_Price,Actual_Return,Trust_Score,Verdict,pe_ratio,debt_to_equity,revenue_growth,profit_margins,roe,free_cash_flow,dividend_yield,rsi,macd,price_vs_sma50,price_vs_sma200,volatility,volume_ratio,trend_strength,ema_20,atr,bb_position
ORCL,2021,59.46253967285156,83.3558578491211,40.18213535399725,71.4,TRUSTED,36.787193,432.511,0.142,0.25280002,0.69026,-10208000000.0,1.02,43.13573324960864,-11.032963421768642,-16.01176843824782,-8.523401885781617,61.81710917965921,1.0571921607325487,-0.5217211770232064,202.01839207513896,10.314999171665736,0.3971237288866238
ORCL,2022,83.2516860961914,78.76068878173828,-5.394482112066892,71.4,TRUSTED,36.787193,432.511,0.142,0.25280002,0.69026,-10208000000.0,1.02,43.13573324960864,-11.032963421707308,-16.01176843824782,-8.523401804074675,61.817107280225734,1.0571921607325487,-0.5217211770232064,202.01839207513865,10.314999171665736,0.3971237288866216
ORCL,2023,80.66853332519531,103.13050842285156,27.844779335588427,71.4,TRUSTED,36.787193,432.511,0.142,0.25280002,0.69026,-10208000000.0,1.02,43.13573324960864,-11.032963421772422,-16.01176843824782,-8.523401983829942,61.81711308563626,1.0571921607325487,-0.5217211770232064,202.01839207513905,10.314999171665736,0.39712372888662173
ORCL,2024,101.79039001464844,195.33999633789062,91.90416335940914,71.4,TRUSTED,36.787193,432.511,0.142,0.25280002,0.69026,-10208000000.0,1.02,43.13573324960864,-11.032963421706626,-16.01176843824782,-8.523401804074675,61.8171060830333,1.0571921607325487,-0.5217211770232064,202.01839207513862,10.314999171665736,0.39712372888662256
AMZN,2020,94.90049743652344,164.29249572753906,73.12079511219653,85.7,TRUSTED,32.788136,43.405,0.134,0.11063,0.24327,26080000000.0,0.0,49.63234451952812,-0.8796469630572403,1.0405247478253894,7.4852594032960935,34.5563805186435,0.6558659448811822,-0.14059259013875572,228.32966379788067,4.424998692103794,0.7249283034073215
AMZN,2021,159.3314971923828,168.64450073242188,5.8450486590195,85.7,TRUSTED,32.788136,43.405,0.134,0.11063,0.24327,26080000000.0,0.0,49.63234451952812,-0.8796469630572403,1.0405247478253894,7.4852594032960935,34.5563805186435,0.6558659448811822,-0.14059259013875572,228.32966379788067,4.424998692103794,0.7249283034073215
AMZN,2022,170.4044952392578,84.0,-50.70552576558551,85.7,TRUSTED,32.788136,43.405,0.134,0.11063,0.24327,26080000000.0,0.0,49.63234451952812,-0.8796469630572403,1.0405247478253894,7.4852594032960935,34.5563805186435,0.6558659448811822,-0.14059259013875572,228.32966379788067,4.424998692103794,0.7249283034073215
AMZN,2023,85.81999969482422,151.94000244140625,77.04498133500893,85.7,TRUSTED,32.788136,43.405,0.134,0.11063,0.24327,26080000000.0,0.0,49.63234451952812,-0.8796469630572403,1.0405247478253894,7.4852594032960935,34.5563805186435,0.6558659448811822,-0.14059259013875572,228.32966379788067,4.424998692103794,0.7249283034073215
AMZN,2024,149.92999267578125,232.13999938964844,54.83226220896553,85.7,TRUSTED,32.788136,43.405,0.134,0.11063,0.24327,26080000000.0,0.0,49.63234451952812,-0.8796469630572403,1.0405247478253894,7.4852594032960935,34.5563805186435,0.6558659448811822,-0.14059259013875572,228.32966379788067,4.424998692103794,0.7249283034073215
MSFT,2020,152.50563049316406,212.71075439453125,39.47731221901727,100.0,TRUSTED,34.60199,33.154,0.184,0.35707,0.32241002,53327376384.0,0.75,58.160338511345245,-3.6875225800632734,-2.373823138820611,2.7873079136249457,24.41846147606536,0.6607303758342281,-0.033587798202704244,485.07647642984927,7.466432843889509,0.6603678370122176
MSFT,2021,208.88218688964844,328.32025146484375,57.179631424624034,100.0,TRUSTED,34.60199,33.154,0.184,0.35707,0.32241002,53327376384.0,0.75,58.160338511345245,-3.6875225800632734,-2.373823138820611,2.7873079136249457,24.41846147606536,0.6607303758342281,-0.033587798202704244,485.07647642984927,7.466432843889509,0.6603678370122176
MSFT,2022,323.8984069824219,234.2200469970703,-27.68718772680424,100.0,TRUSTED,34.60199,33.154,0.184,0.35707,0.32241002,53327376384.0,0.75,58.160338511345245,-3.687522571685008,-2.373823138820611,2.787308178532212,24.41845753132194,0.6607303758342281,-0.033587798202704244,485.0764764286422,7.466432843889509,0.6603678370123527
MSFT,2023,233.98565673828125,370.5156555175781,58.349729928962724,100.0,TRUSTED,34.60199,33.154,0.184,0.35707,0.32241002,53327376384.0,0.75,58.160338511345245,-3.687522580037353,-2.373823138820611,2.7873081123053987,24.41845898916389,0.6607303758342281,-0.033587798202704244,485.0764764298485,7.466432843889509,0.6603678370121906
MSFT,2024,365.42156982421875,486.8500061035156,33.22968491917662,100.0,TRUSTED,34.60199,33.154,0.184,0.35707,0.32241002,53327376384.0,0.75,58.160338511345245,-3.687522571672389,-2.373823138820611,2.787308211645625,24.418454253618656,0.6607303758342281,-0.033587798202704244,485.07647642864197,7.466432843889509,0.6603678370123789
TSLA,2020,28.68400001525879,231.5933380126953,707.3955441692112,57.1,CAUTION,332.57532,17.082,0.116,0.05314,0.06791,2979249920.0,0.0,64.40980096740941,15.01068467984021,9.802388288122883,37.337608053129046,63.87848633004103,0.5923584282726314,0.7879495666805767,460.3571452930813,17.307854788643972,0.8333719810111041
TSLA,2021,243.2566680908203,356.7799987792969,46.66812695391044,57.1,CAUTION,332.57532,17.082,0.116,0.05314,0.06791,2979249920.0,0.0,64.40980096740941,15.01068467984021,9.802388288122883,37.337608053129046,63.87848633004103,0.5923584282726314,0.7879495666805767,460.3571452930813,17.307854788643972,0.8333719810111041
TSLA,2022,399.9266662597656,123.18000030517578,-69.19935310711031,57.1,CAUTION,332.57532,17.082,0.116,0.05314,0.06791,2979249920.0,0.0,64.40980096740941,15.01068467984021,9.802388288122883,37.337608053129046,63.87848633004103,0.5923584282726314,0.7879495666805767,460.3571452930813,17.307854788643972,0.8333719810111041
TSLA,2023,108.0999984741211,248.47999572753906,129.86123888523886,57.1,CAUTION,332.57532,17.082,0.116,0.05314,0.06791,2979249920.0,0.0,64.40980096740941,15.01068467984021,9.802388288122883,37.337608053129046,63.87848633004103,0.5923584282726314,0.7879495666805767,460.3571452930813,17.307854788643972,0.8333719810111041
TSLA,2024,248.4199981689453,485.55999755859375,95.45930325157414,57.1,CAUTION,332.57532,17.082,0.116,0.05314,0.06791,2979249920.0,0.0,64.40980096740941,15.01068467984021,9.802388288122883,37.337608053129046,63.87848633004103,0.5923584282726314,0.7879495666805767,460.3571452930813,17.307854788643972,0.8333719810111041
NVDA,2020,5.971076488494873,13.108885765075684,119.53973944788699,100.0,TRUSTED,46.718517,9.102,0.625,0.53007,1.07359,53282873344.0,0.02,60.42433900607444,-1.0661344219832074,1.9052510410625236,19.517751850463956,49.79809874423552,0.7868220365608003,0.010882097432324381,181.38865345091736,5.1435732160295755,1.0128373894765024
NVDA,2021,13.076725959777832,29.52880096435547,125.81188177516225,100.0,TRUSTED,46.718517,9.102,0.625,0.53007,1.07359,53282873344.0,0.02,60.42433900607444,-1.0661344219832074,1.9052510410625236,19.517751850463956,49.79809874423552,0.7868220365608003,0.010882097432324381,181.38865345091736,5.1435732160295755,1.0128373894765024
NVDA,2022,30.062767028808594,14.599385261535645,-51.43698766136423,100.0,TRUSTED,46.718517,9.102,0.625,0.53007,1.07359,53282873344.0,0.02,60.42433900607444,-1.0661344236429784,1.9052510410625236,19.517751677668596,49.79810368655681,0.7868220365608003,0.010882097432324381,181.3886534511611,5.1435732160295755,1.0128373894764071
NVDA,2023,14.300682067871094,49.49442672729492,246.09836434649884,100.0,TRUSTED,46.718517,9.102,0.625,0.53007,1.07359,53282873344.0,0.02,60.42433900607444,-1.0661344236425236,1.9052510410625236,19.517751706467838,49.79810103851351,0.7868220365608003,0.010882097432324381,181.3886534511611,5.1435732160295755,1.012837389476372
NVDA,2024,48.14117431640625,189.2100067138672,293.0315564599459,100.0,TRUSTED,46.718517,9.102,0.625,0.53007,1.07359,53282873344.0,0.02,60.42433900607444,-1.0661344236315529,1.9052510410625236,19.517751735267055,49.79810356687234,0.7868220365608003,0.010882097432324381,181.38865345116065,5.1435732160295755,1.0128373894758966
AVGO,2020,27.735551834106445,39.11763000488281,41.037864466716,85.7,TRUSTED,72.92693,166.032,0.164,0.36198002,0.31048,25044125696.0,0.74,39.53168470248633,-6.660289060387413,-3.2482149773830162,22.927711954756276,53.31991092227776,1.051070007343009,-0.9393472690425456,359.3240575063128,17.259784557914596,0.30005626311931244
AVGO,2021,38.25311279296875,61.60775375366211,61.052916365504615,85.7,TRUSTED,72.92693,166.032,0.164,0.36198002,0.31048,25044125696.0,0.74,39.53168470248633,-6.660289060387413,-3.2482149773830162,22.927711954756276,53.31991092227776,1.051070007343009,-0.9393472690425456,359.3240575063128,17.259784557914596,0.30005626311931244
AVGO,2022,61.4447135925293,53.45912551879883,-12.996379357688777,85.7,TRUSTED,72.92693,166.032,0.164,0.36198002,0.31048,25044125696.0,0.74,39.53168470248633,-6.660289065812606,-3.2482149773830162,22.92771142669274,53.31990068481366,1.051070007343009,-0.9393472690425456,359.3240575069721,17.259784557914596,0.3000562631193093
AVGO,2023,52.91891860961914,109.15509796142578,106.26857242994478,85.7,TRUSTED,72.92693,166.032,0.164,0.36198002,0.31048,25044125696.0,0.74,39.53168470248633,-6.660289065676238,-3.2482149773830162,22.92771165772054,53.319906119145614,1.051070007343009,-0.9393472690425456,359.32405750696466,17.259784557914596,0.3000562631192996
AVGO,2024,106.13642120361328,349.32000732421875,229.1235971241949,85.7,TRUSTED,72.92693,166.032,0.164,0.36198002,0.31048,25044125696.0,0.74,39.53168470248633,-6.660289060386958,-3.2482149773830162,22.927711954756276,53.31991063059242,1.051070007343009,-0.9393472690425456,359.3240575063127,17.259784557914596,0.3000562631193119
GOOGL,2020,67.92082214355469,86.16149139404297,26.855783947867334,100.0,TRUSTED,31.062254,11.424,0.159,0.32233003,0.3545,47997751296.0,0.27,45.816374572306884,4.511296152028592,8.301777692578046,47.354751000261714,32.49027182434008,0.7012226486921699,-0.27259029211083713,307.31254830607577,7.731520401138498,0.5324963618987428
GOOGL,2021,85.65929412841797,145.10415649414062,69.39686226763044,100.0,TRUSTED,31.062254,11.424,0.159,0.32233003,0.3545,47997751296.0,0.27,45.816374572306884,4.511296152028592,8.301777692578046,47.354751000261714,32.49027182434008,0.7012226486921699,-0.27259029211083713,307.31254830607577,7.731520401138498,0.5324963618987428
GOOGL,2022,143.90420532226562,87.56836700439453,-39.14815289220357,100.0,TRUSTED,31.062254,11.424,0.159,0.32233003,0.3545,47997751296.0,0.27,45.816374572306884,4.5112961520288195,8.301777692578046,47.354751000261714,32.49027122869633,0.7012226486921699,-0.27259029211083713,307.31254830607577,7.731520401138498,0.5324963618987195
GOOGL,2023,88.45169830322266,138.6424560546875,56.743690301349694,100.0,TRUSTED,31.062254,11.424,0.159,0.32233003,0.3545,47997751296.0,0.27,45.816374572306884,4.5112961520364365,8.301777692578046,47.35475126375824,32.49025923890692,0.7012226486921699,-0.27259029211083713,307.31254830607537,7.731520401138498,0.5324963618987034
GOOGL,2024,137.1338348388672,314.3500061035156,129.2286265259614,100.0,TRUSTED,31.062254,11.424,0.159,0.32233003,0.3545,47997751296.0,0.27,45.816374572306884,4.5112961520288195,8.301777692578046,47.354751000261714,32.490267779498815,0.7012226486921699,-0.27259029211083713,307.31254830607577,7.731520401138498,0.5324963618987509
ADBE,2020,334.42999267578125,497.45001220703125,48.74563379525965,85.7,TRUSTED,21.102993,57.197,0.105,0.29997,0.55426,0.0,0.0,68.41955721434046,6.380337804249336,4.3299237622393685,-3.2009405864185263,30.685246455148857,0.7703538301254316,0.6731558388428914,345.00756396042954,10.74357169015067,0.7021547245370978
ADBE,2021,485.3399963378906,570.530029296875,17.55265043099304,85.7,TRUSTED,21.102993,57.197,0.105,0.29997,0.55426,0.0,0.0,68.41955721434046,6.380337804249336,4.3299237622393685,-3.2009405864185263,30.685246455148857,0.7703538301254316,0.6731558388428914,345.00756396042954,10.74357169015067,0.7021547245370978
ADBE,2022,564.3699951171875,336.5299987792969,-40.370678510394804,85.7,TRUSTED,21.102993,57.197,0.105,0.29997,0.55426,0.0,0.0,68.41955721434046,6.380337804249336,4.3299237622393685,-3.2009405864185263,30.685246455148857,0.7703538301254316,0.6731558388428914,345.00756396042954,10.74357169015067,0.7021547245370978
ADBE,2023,336.9200134277344,596.5999755859375,77.07466217761552,85.7,TRUSTED,21.102993,57.197,0.105,0.29997,0.55426,0.0,0.0,68.41955721434046,6.380337804249336,4.3299237622393685,-3.2009405864185263,30.685246455148857,0.7703538301254316,0.6731558388428914,345.00756396042954,10.74357169015067,0.7021547245370978
ADBE,2024,580.0700073242188,352.4200134277344,-39.2452619549495,85.7,TRUSTED,21.102993,57.197,0.105,0.29997,0.55426,0.0,0.0,68.41955721434046,6.380337804249336,4.3299237622393685,-3.2009405864185263,30.685246455148857,0.7703538301254316,0.6731558388428914,345.00756396042954,10.74357169015067,0.7021547245370978
CRM,2020,164.98538208007812,219.73020935058594,33.18162286882882,85.7,TRUSTED,35.217915,19.385,0.086,0.17913,0.12184,14523750400.0,0.63,75.72212820665213,5.477522665216753,6.383805627884056,2.7095000867773122,31.983361758464994,0.6116960998454744,0.7301642873027638,253.92265251045265,6.7949988788607545,0.7345443110946691
CRM,2021,217.66531372070312,252.26492309570312,15.895784580264557,85.7,TRUSTED,35.217915,19.385,0.086,0.17913,0.12184,14523750400.0,0.63,75.72212820665213,5.477522658047889,6.383805627884056,2.709499934015034,31.98337162373764,0.6116960998454744,0.7301642873027638,253.92265251212257,6.7949988788607545,0.734544311094699
CRM,2022,252.39337158203125,130.9983367919922,-48.09755265327324,85.7,TRUSTED,35.217915,19.385,0.086,0.17913,0.12184,14523750400.0,0.63,75.72212820665213,5.47752265804931,6.383805627884056,2.7094999034625875,31.983368041617926,0.6116960998454744,0.7301642873027638,253.92265251212217,6.7949988788607545,0.7345443110946418
CRM,2023,133.16204833984375,259.9811706542969,95.23668634985037,85.7,TRUSTED,35.217915,19.385,0.086,0.17913,0.12184,14523750400.0,0.63,75.72212820665213,5.47752265804931,6.383805627884056,2.7094999034625875,31.983368041617926,0.6116960998454744,0.7301642873027638,253.92265251212217,6.7949988788607545,0.7345443110946418
CRM,2024,253.05531311035156,263.42999267578125,4.099767532209659,85.7,TRUSTED,35.217915,19.385,0.086,0.17913,0.12184,14523750400.0,0.63,75.72212820665213,5.4775226580515834,6.383805627884056,2.709499872910141,31.983366561273275,0.6116960998454744,0.7301642873027638,253.92265251212217,6.7949988788607545,0.7345443110946797
INTU,2020,255.99415588378906,363.9521179199219,42.17204164814659,100.0,TRUSTED,46.300823,0.0,0.41,0.21191,0.21987,5059874816.0,0.66,60.641900102068924,4.605569484975149,2.253232001763002,-0.7055913123016908,30.60018208189653,0.5244540797394426,0.31840494809215086,663.0054106690368,15.315713065011161,0.760596688469577
INTU,2021,360.2210388183594,626.9154663085938,74.03632735197192,100.0,TRUSTED,46.300823,0.0,0.41,0.21191,0.21987,5059874816.0,0.66,60.641900102068924,4.605569484975149,2.253232001763002,-0.7055913123016908,30.60018208189653,0.5244540797394426,0.31840494809215086,663.0054106690368,15.315713065011161,0.760596688469577
INTU,2022,615.3294067382812,381.58404541015625,-37.98702918606719,100.0,TRUSTED,46.300823,0.0,0.41,0.21191,0.21987,5059874816.0,0.66,60.641900102068924,4.605569484964576,2.253232001763002,-0.705591535463337,30.600187272963588,0.5244540797394426,0.31840494809215086,663.0054106690371,15.315713065011161,0.7605966884695722
INTU,2023,383.50555419921875,617.237548828125,60.94618241369459,100.0,TRUSTED,46.300823,0.0,0.41,0.21191,0.21987,5059874816.0,0.66,60.641900102068924,4.605569484964008,2.253232001763002,-0.7055914015663461,30.60017223717408,0.5244540797394426,0.31840494809215086,663.0054106690371,15.315713065011161,0.7605966884696189
INTU,2024,596.2326049804688,674.1400146484375,13.06661343529189,100.0,TRUSTED,46.300823,0.0,0.41,0.21191,0.21987,5059874816.0,0.66,60.641900102068924,4.605569484964576,2.253232001763002,-0.705591535463337,30.600187829550478,0.5244540797394426,0.31840494809215086,663.0054106690371,15.315713065011161,0.7605966884695474
CSCO,2020,40.688907623291016,38.380393981933594,-5.673569963416736,100.0,TRUSTED,30.123552,63.228,0.075,0.17902,0.22418,12405999616.0,2.1,51.289383038832696,0.8186103148678114,4.253517947619313,16.845354319399217,23.791285274962394,0.7982837934948741,0.09110305166714158,77.42191394823638,1.4464280264718192,0.5598831028624284
CSCO,2021,38.23932647705078,56.50541305541992,47.76780414616214,100.0,TRUSTED,30.123552,63.228,0.075,0.17902,0.22418,12405999616.0,2.1,51.289383038832696,0.8186103148673567,4.253517947619313,16.84535421926827,23.79128551926845,0.7982837934948741,0.09110305166714158,77.42191394823638,1.4464280264718192,0.5598831028624248
CSCO,2022,56.096858978271484,43.64058303833008,-22.204943675663213,100.0,TRUSTED,30.123552,63.228,0.075,0.17902,0.22418,12405999616.0,2.1,51.289383038832696,0.8186103148508863,4.253517947619313,16.84535425264527,23.791286471675637,0.7982837934948741,0.09110305166714158,77.42191394823813,1.4464280264718192,0.5598831028624219
CSCO,2023,43.91539001464844,47.69737243652344,8.611975028830395,100.0,TRUSTED,30.123552,63.228,0.075,0.17902,0.22418,12405999616.0,2.1,51.289383038832696,0.8186103148675272,4.253517947619313,16.845354286022243,23.791289200454578,0.7982837934948741,0.09110305166714158,77.42191394823638,1.4464280264718192,0.5598831028624205
CSCO,2024,47.68792724609375,78.0199966430664,63.60534237616133,100.0,TRUSTED,30.123552,63.228,0.075,0.17902,0.22418,12405999616.0,2.1,51.289383038832696,0.8186103148678114,4.253517947619313,16.845354319399217,23.791284991468086,0.7982837934948741,0.09110305166714158,77.42191394823638,1.4464280264718192,0.5598831028624284
ACN,2020,192.5150146484375,239.71563720703125,24.51789157577629,100.0,TRUSTED,22.377684,25.694,0.06,0.107609995,0.25016,11122880512.0,2.41,46.56535787642585,5.7753794675161885,6.7136090919096185,-1.6109483394903021,28.232119233587948,0.6764543795189146,0.4241167355074905,266.0842793531984,6.61785888671875,0.6268018342661342
ACN,2021,238.71035766601562,389.9499206542969,63.35693367770975,100.0,TRUSTED,22.377684,25.694,0.06,0.107609995,0.25016,11122880512.0,2.41,46.56535787642585,5.7753794675161885,6.7136090919096185,-1.6109483394903021,28.23211783287845,0.6764543795189146,0.4241167355074905,266.0842793531984,6.61785888671875,0.6268018342661522
ACN,2022,383.7119140625,254.87228393554688,-33.57717740970831,100.0,TRUSTED,22.377684,25.694,0.06,0.107609995,0.25016,11122880512.0,2.41,46.56535787642585,5.7753794675161885,6.7136090919096185,-1.6109483394903021,28.23211783287845,0.6764543795189146,0.4241167355074905,266.0842793531984,6.61785888671875,0.6268018342661522
ACN,2023,258.138916015625,340.49688720703125,31.90451577879144,100.0,TRUSTED,22.377684,25.694,0.06,0.107609995,0.25016,11122880512.0,2.41,46.56535787642585,5.77537946751778,6.7136090919096185,-1.6109482849379901,28.232127205762787,0.6764543795189146,0.4241167355074905,266.0842793531984,6.61785888671875,0.6268018342661881
ACN,2024,336.62530517578125,270.7699890136719,-19.56338847660921,100.0,TRUSTED,22.377684,25.694,0.06,0.107609995,0.25016,11122880512.0,2.41,46.56535787642585,5.77537946751778,6.7136090919096185,-1.6109482849379901,28.232127205762787,0.6764543795189146,0.4241167355074905,266.0842793531984,6.61785888671875,0.6268018342661881
TXN,2020,109.19603729248047,141.1512451171875,29.264072778680912,85.7,TRUSTED,32.255013,84.477,0.142,0.29208001,0.29757,-684249984.0,3.21,38.16465233570132,2.7217134979674427,4.745063574731586,-1.2185450576437915,40.15876421511574,0.4785526321475022,0.2833892601147875,175.17807635668063,4.007859366280692,0.533490630134259
TXN,2021,140.7348175048828,168.18919372558594,19.507877799856168,85.7,TRUSTED,32.255013,84.477,0.142,0.29208001,0.29757,-684249984.0,3.21,38.16465233570132,2.7217134979674427,4.745063574731586,-1.2185450576437915,40.1587675805509,0.4785526321475022,0.2833892601147875,175.17807635668063,4.007859366280692,0.5334906301342595
TXN,2022,169.24588012695312,150.85768127441406,-10.864783732842348,85.7,TRUSTED,32.255013,84.477,0.142,0.29208001,0.29757,-684249984.0,3.21,38.16465233570132,2.7217134979674427,4.745063574731586,-1.2185450576437915,40.15876421511574,0.4785526321475022,0.2833892601147875,175.17807635668063,4.007859366280692,0.533490630134259
TXN,2023,149.0223846435547,160.526123046875,7.719470085541848,85.7,TRUSTED,32.255013,84.477,0.142,0.29208001,0.29757,-684249984.0,3.21,38.16465233570132,2.7217134979674427,4.745063574731586,-1.2185450576437915,40.15876302940065,0.4785526321475022,0.2833892601147875,175.17807635668063,4.007859366280692,0.5334906301342615
TXN,2024,159.39605712890625,177.0800018310547,11.094342620938946,85.7,TRUSTED,32.255013,84.477,0.142,0.29208001,0.29757,-684249984.0,3.21,38.16465233570132,2.7217134979674427,4.745063574731586,-1.2185450576437915,40.15876302940065,0.4785526321475022,0.2833892601147875,175.17807635668063,4.007859366280692,0.5334906301342615
QCOM,2020,77.64637756347656,134.63955688476562,73.40095070719386,100.0,TRUSTED,34.810757,73.767,0.1,0.12512,0.2334,6856249856.0,2.04,51.172340117036285,1.4737446178901052,1.7965738665374864,11.231567372736642,38.413609092299005,0.5389082145073305,0.317817009274446,174.06895746114168,3.977144513811384,0.5513517813039275
QCOM,2021,133.33758544921875,167.0967254638672,25.318547580498606,100.0,TRUSTED,34.810757,73.767,0.1,0.12512,0.2334,6856249856.0,2.04,51.172340117036285,1.4737446128320926,1.7965738665374864,11.23156729171141,38.41360841866351,0.5389082145073305,0.317817009274446,174.0689574619565,3.977144513811384,0.5513517813039248
QCOM,2022,170.27902221679688,102.70518493652344,-39.68418211506957,100.0,TRUSTED,34.810757,73.767,0.1,0.12512,0.2334,6856249856.0,2.04,51.172340117036285,1.473744617948256,1.7965738665374864,11.231567777862779,38.41361766272891,0.5389082145073305,0.317817009274446,174.06895746113955,3.977144513811384,0.5513517813039269
QCOM,2023,100.1454849243164,138.72763061523438,38.52609602926772,100.0,TRUSTED,34.810757,73.767,0.1,0.12512,0.2334,6856249856.0,2.04,51.172340117036285,1.473744617948256,1.7965738665374864,11.231567777862779,38.41361766272891,0.5389082145073305,0.317817009274446,174.06895746113955,3.977144513811384,0.5513517813039269
